Feature ID,D0,D1,D2,D3,D4,D5,D6
2ddea4df48b3ceccecac3029f5ff73f7,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
96b26c231f86a523f052e07df145c028,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
c4ac7b32fe9d72aa48e4ede70629ef3c,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhodobacterales,D_4__Rhodobacteraceae,D_5__Paracoccus,NA
265f935ef742133fff52f8052dfc180f,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
02b2e1fe51f7e720edb3be727dc0afd6,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Micrococcaceae,D_5__Kocuria,NA
0768cc7036497b640a82f60c2a9d2973,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
b6bfd4fe6ace2578d5af136b01ade777,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
4dc816f7022afe52a261d9afc68ea11d,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
201d866d96cb42aed59f35120d64fc22,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
8945f1f3ca71f4940ea22fdfeca276ef,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
46bc98f27a08c497651678119eb394f7,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
d97ad0c0ae21efc3f9e0387f0177d07e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
7f5632a5bc3d1b7f61bdd49b410d26f3,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
c060dc73904b0fd45ee51316c4f35aca,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,NA
ad0edd32e6af10d0cfe077948f6150a4,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
6f25975ed5e66e9fa133977a0d1b1474,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
ca497db8096dc55eb7e2b150b2d3bb8d,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Staphylococcaceae,D_5__Staphylococcus,NA
197e3ded480e9aed3b7bf6c2a35159e0,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales,D_4__Enterococcaceae,D_5__Enterococcus,NA
5a66216010934832bd36c8521fc2dfe5,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,NA
c7494fcacaaee06ed4e7b8174472c7d4,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,NA
41e244fa4753055c1f67d9cd7f1f5d6f,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,NA
8a964db097a881dde6d06e56d50e0730,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,NA
6053de3f16f9bfbb2a586fbb4c145e86,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,NA
a34431755196d4aa64bbef206198cede,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,NA
e2d4a682c49bd65cae2fa9514d5a0226,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Oceanospirillales,D_4__Halomonadaceae,D_5__Halomonas,NA
a68c06b3ba830e74326a71db69ffac98,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
f8311c55ceb334b421493eaeb5f22b1a,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
1e55b9842e9309c704ea1db1156eaa5b,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
80ea2d6378623649a1d55ce0ce9887c1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
dc12b4a4f9194894ed83f8e1f051821e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
badacce9027cc43746d3df9ab6962187,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
589cfd29032da07abed5dc5de6e8acf7,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
fe4ff131f28abacf86f6975bca65b65b,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
4a71e760feed1a8c04215fbcd2759382,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
73e98d2b67e2c9e55f445a5798f4a7a1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
b2ea0316fd30e546be06fef8435351eb,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
4d7d7d0baf0413cad560a62cf0ef7777,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
467b89e6f2040e11f8e261f009e3b235,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
61adcfd21607d79da41f429b6c551c59,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
00cfaf8991fc4d78de4b844bee3accad,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Brevibacteriaceae,D_5__Brevibacterium,NA
e08ec26eb07cc5021aeca1a631e7e91e,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
3ea51fb16f22e48933eb55569e9616c8,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
712387bfbfc1acbe9bbd905e04fa49e8,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
e1de5f3e2a2be2b119ed418157cd48aa,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,NA
3b2a8fa8ed3cf6a830cc5e8ced925a32,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
c2cf886db5c0fa5cbf00428e09abcfa5,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
7fc7fd49b101fb395d129670dfb22ac6,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,NA
a2c767aa49b9f704f2580fce966b1301,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__Acinetobacter,NA
76497e4518f53b084e0ae8b96a2dcaec,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__uncultured,D_6__Acidovorax sp. enrichment culture
5e010e53cd80104a669ffa6b234307a9,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__uncultured,D_6__Acidovorax sp. enrichment culture
9f7c934ab018901c37d60376a619c3ea,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
611c6741de08853c6e7922e8c82948fc,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
a65edf9b062c283b92411b99171bdb20,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
b615bbd92d942b49c656c70710c3badd,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
160a4bed8bc04c4ffd2f236313dbda21,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
d13c42dbd95714440f110ca92ebe534e,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
9fdc75dae46e8678d9543e2d7b9f2da0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
60c172018518076a927f59cf51831bd5,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
8e74a716a143b8872d7da3df5b9638eb,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
f57da9a7eaf951aee3f35c941614b2b1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,D_6__Agrobacterium radiobacter
ea6c3690dd8a4174ea150dc22da8e03a,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
394f54b2fc560663cabfe5ac94d75392,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
fd802781f0178294343bfa0c378af8a6,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
cb0af2b6a00ae3df666c6619348449b2,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
ec72adfe5bb0829fc5828d14b2188b00,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
00d0e437aa3b677c45d349ad32630122,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
10995fd63969fecaa679c3e8acb3d358,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
53b50d4f254700223720fcdad7760852,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
8abe1f3722042f08cadc5ccdec5322fb,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
1e20f2f8a5d83009ed0d0abb2a16623c,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
c22a03a9590fed198c8a71d397dbf351,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
59328adae7a41514b92f402bb7a31dc1,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
17c8f2015d507463daad5b6a9dd8569b,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Microbacteriaceae,D_5__Agrococcus,D_6__Agrococcus jenensis
61cfee8cc51c6f8b8c7172429e200e8b,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Alteromonadales,D_4__Alteromonadaceae,D_5__Alishewanella,D_6__Alishewanella sp. JS-31
e277c96e3ca765e721388ba81954011c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Alteromonadales,D_4__Alteromonadaceae,D_5__Alishewanella,D_6__Alishewanella sp. JS-31
5b2f4ca366a2bebee9cfb26905ed911f,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Micrococcaceae,D_5__Paenarthrobacter,D_6__Arthrobacter sp. CO88May
11bd3b701548fa6e8764289d0ec4215c,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Micrococcaceae,D_5__Arthrobacter,D_6__Arthrobacter sp. F15
d2cd728895838a74dbafe2874e046ab3,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Micrococcaceae,D_5__Arthrobacter,D_6__Arthrobacter sp. F15
6a51abd796ba7f0a1434fb632c73a5cd,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,D_6__Bacillus cereus
87906e63e264343054514cf8f6aeefbe,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,D_6__Bacillus cereus
38bfd7026a34cab7fc4db73c5e5d2a74,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,D_6__Bacillus sp. CPSM8
74ff7e75ba5cdfcbfa0a772a5e3a3a3d,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,D_6__Bacillus sp. IGCAR-1/07
1210baa442267cf71613dc1d584828dc,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Xanthomonadaceae,D_5__Stenotrophomonas,D_6__bacterium CNK-7R
9dd4686819a44f9612e0ff8f6a03aa50,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Bifidobacteriales,D_4__Bifidobacteriaceae,D_5__Bifidobacterium,D_6__Bifidobacterium animalis
71596ea0a8ab6f9154822f845dcbc24c,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Dermabacteraceae,D_5__Brachybacterium,D_6__Brachybacterium tyrofermentans
56a6f55d51de232a0826c8f4021f4aaf,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Dermabacteraceae,D_5__Brachybacterium,D_6__Brachybacterium tyrofermentans
be7433843689cfec552c0b6f4b419fab,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Dermabacteraceae,D_5__Brachybacterium,D_6__Brachybacterium tyrofermentans
75a5a8f8821ee9ed6ee4e4c8b32ef4fc,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micrococcales,D_4__Dermabacteraceae,D_5__Brachybacterium,D_6__Brachybacterium tyrofermentans
6826e465982ab50fde1dcdf35e3ca6b5,D_0__Bacteria,D_1__Patescibacteria,D_2__Parcubacteria,D_3__Candidatus Yanofskybacteria,D_4__Candidatus Yanofskybacteria bacterium GW2011_GWA2_41_22,D_5__Candidatus Yanofskybacteria bacterium GW2011_GWA2_41_22,D_6__Candidatus Yanofskybacteria bacterium GW2011_GWA2_41_22
10988ea96392caa152785e9203ad2cfd,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrio,D_6__Cellvibrio vulgaris
2d63e9a881f14a6af7b251eed6a0ecb8,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Cellvibrionales,D_4__Cellvibrionaceae,D_5__Cellvibrio,D_6__Cellvibrio vulgaris
ccc9af661b0d8b2d6b4ece1d0fb58f57,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Weeksellaceae,D_5__Chryseobacterium,D_6__Chryseobacterium piscium
aeee1b8c5d861d1f0b3724140e4a7435,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Peptostreptococcaceae,D_5__Clostridioides,D_6__Clostridioides difficile
bc946746d451200724e19b37b1477cf5,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Peptostreptococcaceae,D_5__Clostridioides,D_6__Clostridioides difficile
1bd0aa86904d6956bf8c12a69c1ec6b0,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Peptostreptococcaceae,D_5__Clostridioides,D_6__Clostridioides difficile
8cad5c8d0259dbb21965c923f321d8e5,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Cupriavidus,D_6__Cupriavidus basilensis
0cd7fdbdff19191c8707d8781ca2da6c,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Cupriavidus,D_6__Cupriavidus basilensis
9e9e04fd364f5f0fd63eb9d9fac4caa4,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Cupriavidus,D_6__Cupriavidus basilensis
f1ced5d5686533e259531293c356a770,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Weeksellaceae,D_5__Elizabethkingia,D_6__Elizabethkingia anophelis
f676e0fb1b620add342211c653a61a0f,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Weeksellaceae,D_5__Elizabethkingia,D_6__Elizabethkingia anophelis
3aab0043267bd32e1732c9ba92a57f01,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales,D_4__Enterococcaceae,D_5__Enterococcus,D_6__Enterococcus gallinarum
debb830ff08afa9ff377892557f3212a,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Lactobacillales,D_4__Enterococcaceae,D_5__Enterococcus,D_6__Enterococcus gallinarum
53bb58d22a36850c77e82eb1c42fc0b2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Escherichia-Shigella,D_6__Escherichia coli TOP498
b048c52311e8ef2e2f61b823fcdd5c97,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Escherichia-Shigella,D_6__Escherichia coli TOP498
04df3d7c7d1bf5292a671bf044e671b2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Escherichia-Shigella,D_6__Escherichia coli TOP498
d8de9570573f3c3bd17e8de3cae0cf7f,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Enterobacteriales,D_4__Enterobacteriaceae,D_5__Escherichia-Shigella,D_6__Escherichia coli TOP498
b3bec6330054da2f4c5de57dd0e2f07c,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,D_6__Flavobacterium columnare
d708ab1f7b446fe572eeafb4ed6566ef,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
c0cc5cd70cef3b3af0735baa237b729d,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
1aa7ac9dc8420d7ad71b153f1a417f71,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
5592cfad135758a7c09e3d3504933886,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
faa5eff931d7623b80b92cb6d0d4c60c,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
da7572a821751a59572a531e14cfb193,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
c077962dc9ec170b416e57868b5c1a19,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
8f644d6656c0e2737edd51cbdc1de2a1,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
f036c1d9ffcc4a3d051e48c82c9aea05,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
17cacca6edb95a835cdba185cdc2e5d1,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
901a09149a770f8de0b7086346944fac,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
41508e6f3c9fdf92eb5c233e6a5616bd,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
c7247b3cc4b2f0c40d25d633d8703cba,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
854907e46046a5194a684ce710c671b9,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Flavobacteriales,D_4__Flavobacteriaceae,D_5__Flavobacterium,D_6__Flavobacterium sp. F4
54a1d3f3ee857186776e36b120ab4f80,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Geobacillus,D_6__Geobacillus thermoparaffinivorans
